id,created_at,customer_id,status
107,2019-10-07 21:56:43,1,entrega_pendente
108,2020-01-24 00:01:45,34,carrinho
109,2019-10-26 23:35:28,72,entregue
110,2019-02-11 10:03:44,54,cancelado
111,2019-10-27 01:25:43,5,entrega_pendente
112,2019-01-03 08:06:22,16,entregue
113,2020-01-06 09:09:08,21,carrinho
114,2019-09-04 07:32:10,63,cancelado
115,2019-05-27 16:24:07,15,entrega_pendente
116,2019-07-17 10:33:05,73,carrinho
117,2020-01-16 00:00:28,79,pagamento_pendente
118,2019-07-24 19:14:09,38,entregue
119,2019-04-10 00:35:01,87,cancelado
120,2019-05-04 23:43:48,62,pagamento_pendente
121,2019-12-27 12:03:45,39,entrega_pendente
122,2019-02-24 14:39:59,36,cancelado
123,2019-01-08 20:47:32,73,entregue
124,2020-02-24 06:33:53,76,carrinho
125,2019-05-09 14:48:36,87,entrega_pendente
126,2019-06-04 09:23:11,97,entrega_pendente
127,2020-01-23 20:29:15,59,entrega_pendente
128,2019-07-08 13:33:12,55,cancelado
129,2019-10-23 06:20:56,83,pagamento_pendente
130,2019-11-17 11:15:13,55,cancelado
131,2020-01-16 00:54:39,65,cancelado
132,2019-08-31 07:39:02,65,pagamento_pendente
133,2019-12-31 15:51:04,91,cancelado
134,2019-04-17 18:11:40,43,entrega_pendente
135,2019-11-18 23:10:55,8,pagamento_pendente
136,2019-09-02 10:23:08,41,pagamento_pendente
137,2019-03-28 21:29:20,74,entregue
138,2019-10-07 07:45:01,64,entregue
139,2019-01-01 03:03:25,66,entrega_pendente
140,2019-03-26 13:07:19,77,entregue
141,2020-01-13 18:21:56,7,cancelado
142,2019-02-23 05:37:57,46,carrinho
143,2019-09-30 19:39:47,31,entrega_pendente
144,2019-08-31 13:31:35,31,entrega_pendente
145,2019-06-15 01:38:28,52,pagamento_pendente
146,2019-08-24 05:38:41,8,carrinho
147,2019-02-01 01:28:16,52,entrega_pendente
148,2019-04-12 06:04:09,75,pagamento_pendente
149,2019-03-24 06:25:31,72,entrega_pendente
150,2019-08-02 23:16:28,78,entregue
151,2019-10-09 23:03:08,47,carrinho
152,2019-07-19 11:01:13,12,carrinho
153,2020-02-13 17:19:28,91,pagamento_pendente
154,2019-10-24 17:58:31,38,pagamento_pendente
155,2019-12-25 01:17:08,10,carrinho
156,2020-02-03 12:05:26,17,entregue
157,2019-12-17 21:36:04,18,carrinho
158,2019-05-14 19:41:46,25,pagamento_pendente
159,2019-05-19 06:34:11,82,entrega_pendente
160,2019-09-11 23:23:19,62,carrinho
161,2019-12-02 15:46:16,36,entrega_pendente
162,2019-11-21 04:13:17,99,carrinho
163,2019-04-27 08:01:35,81,carrinho
164,2019-04-09 20:42:43,85,cancelado
165,2019-07-14 21:56:04,86,carrinho
166,2019-12-21 20:16:27,86,carrinho
167,2019-08-27 01:00:31,76,cancelado
168,2019-09-28 04:10:20,81,entregue
169,2019-04-21 11:50:05,83,carrinho
170,2019-10-15 19:20:55,87,entregue
171,2019-09-20 00:24:04,69,cancelado
172,2019-04-01 23:42:31,29,entregue
173,2019-11-20 08:18:28,28,pagamento_pendente
174,2019-08-19 01:55:27,25,entrega_pendente
175,2020-02-27 07:17:38,33,entrega_pendente
176,2020-01-11 00:49:11,74,entregue
177,2019-09-29 01:51:42,95,entregue
178,2019-01-28 05:26:58,11,carrinho
179,2019-01-01 13:43:34,27,carrinho
180,2019-07-26 01:37:46,78,entregue
181,2019-07-03 23:14:39,61,cancelado
182,2019-05-20 20:35:52,86,entregue
183,2019-10-11 23:49:00,23,entrega_pendente
184,2019-05-27 14:25:23,67,pagamento_pendente
185,2019-03-22 10:51:32,28,pagamento_pendente
186,2019-02-24 20:07:08,8,entrega_pendente
187,2019-05-28 02:59:04,30,entregue
188,2019-07-12 14:53:07,31,cancelado
189,2019-06-04 14:55:37,83,carrinho
190,2019-01-31 03:33:13,74,cancelado
191,2019-04-11 13:20:30,94,entregue
192,2019-08-22 23:09:59,44,entregue
193,2019-05-26 09:51:38,13,cancelado
194,2020-02-08 13:58:22,64,cancelado
195,2019-10-25 21:29:05,2,carrinho
196,2019-09-18 11:11:37,90,cancelado
197,2019-07-22 19:27:35,86,entrega_pendente
198,2019-10-29 20:58:19,59,entregue
199,2019-05-25 05:46:52,41,pagamento_pendente
200,2019-06-27 07:50:15,1,entrega_pendente
201,2019-11-19 20:38:00,32,pagamento_pendente
202,2019-10-07 13:17:48,8,entregue
203,2019-07-13 02:48:45,72,entrega_pendente
204,2019-06-18 07:40:03,5,entregue
205,2020-02-10 02:55:12,97,pagamento_pendente
206,2019-11-29 03:15:33,25,cancelado
207,2019-04-07 23:05:58,71,carrinho
208,2019-09-19 19:26:37,60,pagamento_pendente
209,2019-02-03 22:56:02,58,carrinho
210,2019-10-20 23:19:42,33,entregue
211,2020-01-28 20:05:55,30,entrega_pendente
212,2019-09-26 14:33:02,44,entregue
213,2020-01-29 06:56:19,30,entregue
214,2020-01-22 19:53:34,99,carrinho
215,2019-03-08 16:58:12,17,entregue
216,2019-09-30 03:29:35,44,entregue
217,2019-11-20 07:30:24,42,pagamento_pendente
218,2019-05-21 17:25:53,98,entregue
219,2019-11-12 12:20:08,99,entregue
220,2019-07-29 13:23:29,5,entregue
221,2019-03-08 19:36:31,66,entrega_pendente
222,2019-08-01 18:53:14,90,pagamento_pendente
223,2019-08-11 07:52:56,7,carrinho
224,2019-08-06 22:50:35,31,cancelado
225,2020-01-12 19:04:53,72,entrega_pendente
226,2020-01-24 14:29:00,75,entregue
227,2019-02-28 06:17:27,26,entrega_pendente
228,2019-01-05 07:22:19,75,entregue
229,2019-01-28 03:39:06,90,entrega_pendente
230,2019-02-06 10:56:52,13,entrega_pendente
231,2019-12-04 13:36:44,3,carrinho
232,2019-08-28 13:10:51,79,carrinho
233,2020-02-07 00:25:07,61,entregue
234,2019-11-07 17:38:25,4,entregue
235,2019-04-26 07:03:11,77,cancelado
236,2019-06-30 23:21:53,97,carrinho
237,2019-06-15 15:45:49,34,pagamento_pendente
238,2019-02-15 02:48:03,89,carrinho
239,2019-01-02 08:38:42,7,carrinho
240,2019-05-05 00:48:59,17,pagamento_pendente
241,2020-01-05 04:47:45,58,entregue
242,2019-08-14 13:11:53,86,entrega_pendente
243,2019-09-21 04:21:13,4,pagamento_pendente
244,2019-12-24 03:35:56,38,entrega_pendente
245,2019-06-10 20:30:29,57,pagamento_pendente
246,2019-09-15 09:34:32,9,carrinho
247,2019-06-03 16:50:51,19,carrinho
248,2019-08-29 18:37:23,35,entrega_pendente
249,2019-07-09 20:14:42,25,entregue
250,2019-07-08 00:20:06,22,carrinho
251,2020-01-27 15:22:38,3,pagamento_pendente
252,2019-09-12 01:14:36,27,pagamento_pendente
253,2019-01-02 23:41:42,25,entregue
254,2019-04-01 11:09:02,50,entrega_pendente
255,2019-07-21 10:19:45,45,entregue
256,2019-11-13 17:04:25,63,pagamento_pendente
257,2019-03-24 01:21:39,1,entrega_pendente
258,2020-02-29 12:53:58,90,carrinho
259,2019-06-19 23:47:02,23,entrega_pendente
260,2019-06-29 00:09:40,98,pagamento_pendente
261,2019-08-13 19:15:16,74,entregue
262,2019-07-15 21:42:10,58,carrinho
263,2019-01-16 01:43:13,21,carrinho
264,2020-01-26 13:36:48,1,pagamento_pendente
265,2019-09-18 18:32:45,14,cancelado
266,2019-12-28 03:05:49,52,entrega_pendente
267,2019-09-11 07:09:50,43,carrinho
268,2019-12-31 15:51:43,20,entregue
269,2020-01-16 15:30:38,91,pagamento_pendente
270,2019-01-03 06:34:16,83,pagamento_pendente
271,2019-05-24 13:25:02,80,entregue
272,2019-08-05 17:12:24,28,carrinho
273,2019-08-15 21:50:55,57,carrinho
274,2019-12-06 21:15:22,86,carrinho
275,2019-03-10 08:50:56,52,entregue
276,2019-07-24 09:52:44,45,entregue
277,2019-12-08 15:22:45,51,entregue
278,2019-07-17 18:42:52,37,carrinho
279,2019-01-28 04:08:42,3,entrega_pendente
280,2019-02-25 00:13:51,20,entregue
281,2019-09-12 14:01:08,58,entregue
282,2020-01-02 06:25:12,85,carrinho
283,2019-07-30 11:23:43,76,pagamento_pendente
284,2019-04-02 06:43:07,40,pagamento_pendente
285,2019-01-08 19:01:58,7,entrega_pendente
286,2019-06-08 18:27:05,59,entrega_pendente
287,2020-01-06 10:58:13,69,carrinho
288,2019-11-09 14:59:42,65,pagamento_pendente
289,2019-08-13 04:42:17,30,entrega_pendente
290,2019-06-21 18:46:24,68,pagamento_pendente
291,2019-10-17 11:04:30,35,entrega_pendente
292,2019-03-18 15:09:36,4,entregue
293,2019-05-21 21:56:37,95,entregue
294,2019-03-19 16:00:27,2,carrinho
295,2019-04-23 08:37:31,59,pagamento_pendente
296,2019-12-11 08:39:18,0,entregue
297,2019-10-01 16:36:36,93,carrinho
298,2019-12-15 16:28:25,38,pagamento_pendente
299,2019-10-16 01:28:35,64,entrega_pendente
300,2019-03-04 12:16:08,90,entrega_pendente
301,2019-11-06 17:34:42,43,entrega_pendente
302,2019-06-23 05:11:18,61,entrega_pendente
303,2019-06-25 00:17:20,36,entrega_pendente
304,2020-02-22 07:17:55,51,carrinho
305,2019-05-08 14:30:28,7,entrega_pendente
306,2019-05-07 10:27:57,91,pagamento_pendente
307,2019-08-07 12:40:05,62,carrinho
308,2020-01-10 23:40:23,21,pagamento_pendente
309,2019-10-08 03:13:35,33,cancelado
310,2019-12-29 23:20:24,47,entregue
311,2019-05-23 15:23:34,0,pagamento_pendente
312,2019-01-24 03:46:02,26,entregue
313,2019-03-21 02:02:19,41,entregue
314,2019-10-13 02:29:55,18,entrega_pendente
315,2019-08-22 17:17:40,92,entrega_pendente
316,2019-06-09 19:59:45,1,pagamento_pendente
317,2019-05-26 07:13:08,44,entrega_pendente
318,2019-04-03 04:18:57,28,entregue
319,2019-12-07 12:03:32,95,carrinho
320,2019-09-18 22:14:39,5,pagamento_pendente
321,2019-10-24 16:35:24,68,pagamento_pendente
322,2019-10-15 16:43:14,37,entrega_pendente
323,2019-04-30 15:55:16,20,carrinho
324,2019-02-02 12:41:48,92,entregue
325,2020-01-24 07:47:41,69,entrega_pendente
326,2019-07-28 02:28:47,47,pagamento_pendente
327,2019-06-18 23:20:13,33,pagamento_pendente
328,2020-01-24 15:41:15,91,entregue
329,2019-12-27 09:46:59,58,entregue
330,2019-01-15 10:11:31,1,pagamento_pendente
331,2020-01-21 08:08:10,95,entregue
332,2019-07-21 17:30:38,22,entrega_pendente
333,2019-06-06 13:51:49,94,entregue
334,2019-08-11 11:10:39,83,carrinho
335,2020-01-03 03:17:31,66,entregue
336,2019-09-18 05:56:01,24,entrega_pendente
337,2019-06-02 22:02:03,96,entregue
338,2019-07-08 20:34:14,28,pagamento_pendente
339,2019-06-11 22:59:02,48,carrinho
340,2019-01-31 15:40:45,91,entrega_pendente
341,2019-01-17 12:30:42,69,entregue
342,2019-03-14 21:27:40,61,entrega_pendente
343,2019-05-03 17:16:04,10,entregue
344,2019-07-07 05:05:29,53,entregue
345,2019-09-10 16:25:50,42,entrega_pendente
346,2019-07-15 17:37:34,48,entregue
347,2019-11-22 04:20:30,94,entrega_pendente
348,2019-07-17 10:31:44,20,pagamento_pendente
349,2019-04-19 00:57:47,12,entregue
350,2019-02-17 16:02:47,48,entregue
351,2019-07-20 23:16:25,59,entregue
352,2020-02-08 23:20:29,70,pagamento_pendente
353,2019-03-02 16:55:15,41,entregue
354,2019-03-14 20:05:42,41,cancelado
355,2020-01-03 05:03:36,60,entrega_pendente
356,2019-12-04 15:50:40,4,carrinho
357,2020-02-09 09:29:10,76,pagamento_pendente
358,2019-11-03 04:05:50,76,entregue
359,2019-01-16 14:02:04,7,carrinho
360,2019-04-21 13:10:35,40,carrinho
361,2019-07-15 09:11:04,10,pagamento_pendente
362,2019-04-13 13:01:03,2,entrega_pendente
363,2019-10-30 11:47:36,0,carrinho
364,2019-08-20 13:22:46,93,entregue
365,2019-05-06 15:56:50,35,entregue
366,2019-04-14 08:28:43,46,entregue
367,2019-12-07 17:24:36,96,carrinho
368,2020-01-16 15:55:53,55,entregue
369,2019-10-02 08:31:26,25,pagamento_pendente
370,2019-12-12 03:10:29,32,carrinho
371,2019-09-04 09:16:49,85,entregue
372,2019-06-07 22:32:31,83,entregue
373,2019-12-22 16:17:34,57,entrega_pendente
374,2019-08-12 09:21:02,0,pagamento_pendente
375,2019-07-31 02:42:27,23,pagamento_pendente
376,2020-01-31 16:07:04,75,entrega_pendente
377,2019-06-12 20:47:54,62,carrinho
378,2019-04-28 04:03:21,49,entrega_pendente
379,2019-03-22 19:58:47,0,entrega_pendente
380,2019-06-08 18:12:48,62,carrinho
381,2019-06-26 20:05:07,32,cancelado
382,2019-03-11 16:51:25,98,entrega_pendente
383,2019-10-10 15:10:25,72,cancelado
384,2019-07-20 07:10:44,1,cancelado
385,2019-03-28 09:57:32,83,entrega_pendente
386,2019-07-12 05:10:06,40,pagamento_pendente
387,2019-09-24 09:17:50,54,carrinho
388,2019-01-05 18:17:59,92,carrinho
389,2019-11-26 17:45:06,10,entregue
390,2019-06-29 15:08:20,76,entrega_pendente
391,2019-06-16 05:54:10,33,carrinho
392,2020-02-17 16:21:55,5,carrinho
393,2019-12-15 05:56:54,31,carrinho
394,2019-11-28 05:25:59,45,pagamento_pendente
395,2019-04-11 09:52:26,21,pagamento_pendente
396,2019-04-21 05:49:19,11,pagamento_pendente
397,2019-12-10 12:08:38,10,entrega_pendente
398,2019-12-05 06:42:19,20,cancelado
399,2019-06-07 10:13:27,6,entregue
400,2019-10-18 05:15:41,17,entrega_pendente
401,2019-11-28 14:36:35,12,entregue
402,2020-02-20 09:17:57,0,entregue
403,2019-05-27 22:36:48,92,entrega_pendente
404,2019-01-18 08:48:18,82,cancelado
405,2020-02-20 12:27:53,9,cancelado
406,2019-07-25 13:37:34,76,entregue
407,2019-10-21 08:39:20,47,entregue
408,2019-09-09 01:39:49,1,entrega_pendente
409,2019-01-21 02:20:42,36,entrega_pendente
410,2019-11-24 01:43:11,74,entrega_pendente
411,2019-08-30 10:41:22,81,pagamento_pendente
412,2020-01-19 16:07:15,24,cancelado
413,2020-01-03 09:33:44,21,entregue
414,2019-04-16 12:29:54,11,entrega_pendente
415,2019-12-25 00:46:39,82,pagamento_pendente
416,2019-10-16 11:36:18,60,carrinho
417,2019-03-06 19:51:48,78,entregue
418,2019-05-05 16:15:03,56,entrega_pendente
419,2020-02-04 16:56:39,36,carrinho
420,2019-06-15 11:56:43,44,entrega_pendente
421,2019-08-10 07:46:52,25,cancelado
422,2019-05-22 22:46:05,45,carrinho
423,2019-11-24 22:02:39,74,carrinho
424,2019-06-28 09:42:55,48,entrega_pendente
425,2019-08-15 03:13:37,23,carrinho
426,2019-07-03 21:21:40,87,entrega_pendente
427,2020-01-19 17:23:02,58,entregue
428,2019-05-12 20:13:09,37,entrega_pendente
429,2019-09-28 21:17:38,72,cancelado
430,2019-11-07 22:42:16,76,carrinho
431,2019-12-10 21:48:54,8,entrega_pendente
432,2019-04-07 13:33:26,72,entrega_pendente
433,2019-02-26 01:58:57,54,pagamento_pendente
434,2019-03-02 07:43:59,21,entrega_pendente
435,2019-04-27 16:26:26,23,entrega_pendente
436,2019-05-23 19:30:09,35,pagamento_pendente
437,2019-10-15 20:37:53,34,cancelado
438,2019-11-28 22:00:55,1,carrinho
439,2020-02-15 17:25:18,88,entregue
440,2019-11-24 09:48:28,17,entregue
441,2019-03-07 18:08:55,63,entregue
442,2019-07-09 14:20:18,67,entregue
443,2019-11-05 23:27:05,7,pagamento_pendente
444,2020-02-10 07:46:46,51,entrega_pendente
445,2019-11-17 05:55:50,19,carrinho
446,2019-10-27 17:02:57,3,cancelado
447,2019-10-04 12:04:20,85,entregue
448,2019-07-06 18:40:00,22,entrega_pendente
449,2019-03-18 03:49:49,70,pagamento_pendente
450,2019-01-03 12:31:56,17,entrega_pendente
451,2019-01-15 19:49:51,11,entrega_pendente
452,2019-09-22 16:42:23,13,pagamento_pendente
453,2020-01-27 14:22:07,2,entrega_pendente
454,2019-04-23 11:55:47,39,entrega_pendente
455,2020-01-02 14:11:09,16,carrinho
456,2019-08-04 11:17:46,62,entregue
457,2020-02-02 16:03:00,83,carrinho
458,2019-07-27 08:40:36,12,entregue
459,2019-03-02 08:27:51,19,pagamento_pendente
460,2019-07-09 07:27:39,58,entrega_pendente
461,2020-02-25 19:44:39,21,entrega_pendente
462,2019-03-25 18:58:55,30,entregue
463,2019-02-04 08:06:32,39,entregue
464,2019-05-13 13:28:49,18,carrinho
465,2019-11-23 04:03:52,8,carrinho
466,2019-04-16 15:11:50,65,entrega_pendente
467,2019-08-14 06:50:04,43,pagamento_pendente
468,2019-10-26 21:13:34,57,pagamento_pendente
469,2019-10-30 21:20:05,20,carrinho
470,2019-10-19 20:32:52,44,entrega_pendente
471,2019-04-21 12:45:08,19,entregue
472,2019-08-11 08:19:57,90,carrinho
473,2019-05-01 05:41:14,87,pagamento_pendente
474,2019-10-09 11:56:07,38,entregue
475,2019-10-04 01:33:03,91,entregue
476,2019-03-08 22:34:14,52,entrega_pendente
477,2019-01-18 14:20:47,32,carrinho
478,2019-05-22 12:05:44,11,pagamento_pendente
479,2019-10-18 17:41:27,11,entregue
480,2019-08-30 14:40:14,53,entrega_pendente
481,2020-01-15 17:12:53,39,entrega_pendente
482,2019-05-10 10:19:11,57,carrinho
483,2019-02-13 20:31:58,87,cancelado
484,2019-07-26 19:24:10,86,entrega_pendente
485,2019-09-21 09:33:08,94,pagamento_pendente
486,2019-07-13 19:22:52,94,carrinho
487,2019-04-12 21:27:49,99,cancelado
488,2020-01-10 18:00:03,98,entrega_pendente
489,2019-02-20 04:18:16,0,carrinho
490,2019-12-21 07:57:36,51,carrinho
491,2019-11-27 17:27:11,77,pagamento_pendente
492,2019-02-12 21:46:12,18,cancelado
493,2019-12-17 15:20:13,48,entregue
494,2020-02-16 07:07:35,35,pagamento_pendente
495,2019-02-25 22:33:08,5,pagamento_pendente
496,2019-02-27 21:24:31,28,pagamento_pendente
497,2019-04-09 13:26:35,29,pagamento_pendente
498,2020-01-03 08:31:18,8,entrega_pendente
499,2019-02-19 23:27:10,61,pagamento_pendente
500,2019-01-14 10:52:15,41,entregue
501,2019-07-19 12:32:57,0,pagamento_pendente
502,2019-06-14 11:44:16,71,entrega_pendente
503,2019-02-08 09:51:58,28,pagamento_pendente
504,2019-02-15 18:33:20,34,entregue
505,2019-09-15 01:21:08,80,entrega_pendente
506,2019-05-03 19:57:51,23,entrega_pendente
507,2019-07-31 06:20:42,41,pagamento_pendente
508,2019-03-02 11:27:37,80,carrinho
509,2019-07-31 14:25:06,86,entregue
510,2019-08-17 22:35:47,21,carrinho
511,2019-08-03 08:47:58,18,entregue
512,2019-07-01 03:35:54,43,pagamento_pendente
513,2019-01-13 13:01:19,83,entregue
514,2019-01-31 10:03:24,56,entrega_pendente
515,2020-01-21 14:44:06,30,carrinho
516,2019-12-05 16:23:24,58,pagamento_pendente
517,2019-06-26 02:26:36,70,carrinho
518,2019-12-29 13:33:01,34,carrinho
519,2019-08-15 02:59:23,33,cancelado
520,2019-05-11 16:28:38,81,carrinho
521,2019-09-30 01:17:57,81,pagamento_pendente
522,2020-02-09 14:35:59,97,pagamento_pendente
523,2019-02-24 19:06:19,80,carrinho
524,2019-06-08 04:32:09,86,entregue
525,2019-09-07 07:29:49,25,carrinho
526,2019-10-26 16:33:46,23,entregue
527,2019-09-14 23:38:39,74,pagamento_pendente
528,2019-01-05 20:40:25,36,carrinho
529,2019-06-05 19:37:40,27,pagamento_pendente
530,2019-07-01 19:51:07,50,entrega_pendente
531,2019-04-15 00:35:28,41,entregue
532,2019-02-19 03:06:35,77,entregue
533,2019-04-14 14:39:44,57,carrinho
534,2019-12-05 15:13:55,8,entregue
535,2019-11-28 19:51:12,52,entregue
536,2020-02-20 10:14:12,46,pagamento_pendente
537,2019-10-10 22:03:54,15,pagamento_pendente
538,2019-10-26 02:27:09,84,pagamento_pendente
539,2019-05-18 09:02:56,83,entrega_pendente
540,2019-07-06 13:00:31,1,carrinho
541,2019-12-17 09:15:07,65,carrinho
542,2020-02-01 06:55:26,39,carrinho
543,2019-04-10 07:31:48,65,entregue
544,2019-03-12 07:13:49,77,pagamento_pendente
545,2020-01-16 10:05:02,87,entrega_pendente
546,2019-08-28 01:49:23,71,pagamento_pendente
547,2019-01-20 13:10:26,42,entrega_pendente
548,2019-04-09 00:46:27,0,entregue
549,2019-06-24 03:30:53,37,entrega_pendente
550,2019-07-03 02:48:05,35,carrinho
551,2020-01-23 21:42:45,31,cancelado
552,2020-01-15 06:43:50,17,pagamento_pendente
553,2020-01-17 14:34:56,78,pagamento_pendente
554,2020-02-17 09:58:44,72,entregue
555,2020-02-15 19:46:44,61,carrinho
556,2019-01-23 23:14:21,24,entrega_pendente
557,2019-02-24 21:57:19,56,entregue
558,2019-11-03 04:31:08,7,carrinho
559,2019-11-08 17:38:31,21,pagamento_pendente
560,2019-09-25 14:15:19,99,carrinho
561,2020-02-28 06:08:24,29,carrinho
562,2020-02-25 06:22:54,44,pagamento_pendente
563,2019-09-09 14:38:07,60,entrega_pendente
564,2019-04-05 18:41:41,82,entrega_pendente
565,2019-06-14 06:19:08,91,entregue
566,2019-03-19 14:53:50,92,cancelado
567,2019-02-02 10:00:41,90,entregue
568,2019-03-20 06:09:08,35,carrinho
569,2019-01-08 19:12:20,62,pagamento_pendente
570,2019-04-07 14:49:20,15,pagamento_pendente
571,2020-01-16 07:11:35,5,pagamento_pendente
572,2019-08-21 11:53:58,94,entregue
573,2019-11-01 06:03:55,6,pagamento_pendente
574,2019-05-19 11:20:08,99,entrega_pendente
575,2019-09-27 03:51:09,90,entregue
576,2020-01-07 03:06:25,85,pagamento_pendente
577,2019-08-28 08:00:16,59,pagamento_pendente
578,2019-06-27 10:56:50,60,entregue
579,2019-01-24 15:05:55,28,carrinho
580,2019-05-24 19:34:27,91,entregue
581,2019-09-20 17:44:57,55,entrega_pendente
582,2019-02-03 02:47:05,23,entregue
583,2019-11-05 01:10:19,44,entrega_pendente
584,2020-02-29 05:36:48,60,entrega_pendente
585,2019-07-19 18:38:21,42,entregue
586,2019-10-14 22:03:50,93,entrega_pendente
587,2020-02-06 20:37:15,21,carrinho
588,2019-02-14 17:00:49,21,entregue
589,2020-01-21 09:09:15,62,entregue
590,2019-04-06 11:24:42,33,entregue
591,2019-06-05 13:00:47,52,pagamento_pendente
592,2019-06-17 17:55:19,5,entrega_pendente
593,2019-08-22 07:50:29,75,entregue
594,2019-08-16 02:23:41,78,carrinho
595,2019-03-20 00:25:03,97,entregue
596,2019-04-24 13:15:30,73,pagamento_pendente
597,2020-02-12 05:25:59,41,entrega_pendente
598,2019-10-03 18:35:48,60,entrega_pendente
