id,order_id,product_id,quantity,total_price
303,1087,5,3,87
304,1566,38,1,385
305,5403,9,1,11
306,160,47,1,32
307,5170,34,2,286
308,3821,15,1,46
309,1596,27,1,136
310,1148,42,1,97
311,1681,39,1,580
312,7516,8,1,15
313,9399,40,3,384
314,9934,49,1,39
315,3459,35,1,602
316,8503,6,2,30
317,8064,30,1,110
318,3226,43,3,309
319,5941,24,3,7989
320,6440,38,2,770
321,2925,19,1,23
322,3903,18,1,20
323,1133,34,2,286
324,8278,2,1,75
325,4500,43,1,103
326,2221,28,2,372
327,4606,7,1,10
328,3513,14,3,5322
329,1858,7,4,40
330,5025,29,2,220
331,2908,42,3,291
332,9632,43,2,206
333,718,9,1,11
334,5341,17,1,45
335,3136,5,1,29
336,6784,22,2,2304
337,6644,42,1,97
338,8928,6,1,15
339,4969,44,5,410
340,8737,40,1,128
341,1222,2,1,75
342,2967,37,1,493
343,6617,10,1,1952
344,2627,14,2,3548
345,7109,40,1,128
346,6356,35,2,1204
347,314,39,1,580
348,7648,49,3,117
349,1266,0,2,192
350,6146,24,5,13315
351,5021,48,1,55
352,3732,15,1,46
353,5287,31,2,340
354,8765,22,2,2304
355,3320,19,2,46
356,5952,3,1,70
357,4535,24,3,7989
358,9042,7,4,40
359,5305,37,1,493
360,1218,16,1,42
361,4914,22,1,1152
362,7605,48,2,110
363,1127,20,1,1720
364,673,19,1,23
365,4447,43,1,103
366,5993,11,1,1373
367,1597,20,1,1720
368,4413,43,1,103
369,3531,42,2,194
370,8528,5,1,29
371,7285,21,1,2007
372,6091,38,1,385
373,1300,3,3,210
374,4612,5,5,145
375,6543,12,1,1992
376,5599,10,2,3904
377,4145,25,3,432
378,1431,8,1,15
379,7904,18,3,60
380,7478,38,1,385
381,8075,2,1,75
382,4387,20,2,3440
383,7453,44,4,328
384,5219,24,1,2663
385,1243,26,3,159
386,583,45,1,36
387,5530,14,1,1774
388,5796,42,2,194
389,1098,46,1,16
390,5497,35,3,1806
391,4332,5,2,58
392,2980,21,2,4014
393,5108,10,1,1952
394,5754,9,3,33
395,990,1,1,21
396,3941,1,4,84
397,922,45,3,108
398,6079,17,2,90
399,9721,32,1,164
400,3351,15,1,46
401,9879,13,4,7304
402,6818,39,1,580
403,123,26,1,53
404,2945,46,2,32
405,4613,4,1,57
406,8754,5,1,29
407,3710,40,1,128
408,4927,6,1,15
409,2388,7,1,10
410,9503,17,1,45
411,416,23,3,8385
412,8715,21,1,2007
413,3555,19,1,23
414,5140,15,2,92
415,5286,1,1,21
416,3747,5,1,29
417,1552,16,1,42
418,1733,15,2,92
419,3692,5,1,29
420,8521,32,3,492
421,6977,20,1,1720
422,3990,32,4,656
423,9405,1,1,21
424,130,24,1,2663
425,9733,20,1,1720
426,936,46,5,80
427,9600,16,1,42
428,9660,27,3,408
429,8352,1,1,21
430,3761,1,2,42
431,5783,44,3,246
432,6069,27,1,136
433,8107,1,2,42
434,5291,16,1,42
435,6179,24,1,2663
436,8686,36,2,754
437,1781,46,1,16
438,7717,40,3,384
439,6076,34,1,143
440,2968,41,2,122
441,5390,37,2,986
442,5980,26,2,106
443,6582,21,1,2007
444,7566,39,1,580
445,6733,20,3,5160
446,4775,47,1,32
447,9927,16,1,42
448,4123,21,1,2007
449,1361,49,1,39
450,7603,36,3,1131
451,2443,2,5,375
452,8977,40,2,256
453,1955,45,4,144
454,2105,38,2,770
455,3011,43,3,309
456,1132,38,2,770
457,2870,10,2,3904
458,921,28,1,186
459,7436,47,2,64
460,277,35,1,602
461,2508,0,3,288
462,8797,13,2,3652
463,6527,40,4,512
464,1477,49,1,39
465,9589,29,2,220
466,1634,19,1,23
467,7789,10,5,9760
468,6285,18,5,100
469,9314,41,1,61
470,3195,42,1,97
471,307,23,1,2795
472,9796,19,1,23
473,2887,47,2,64
474,3577,18,1,20
475,5197,32,2,328
476,5177,45,1,36
477,4530,23,1,2795
478,8285,10,1,1952
479,989,35,2,1204
480,1247,6,1,15
481,7547,32,1,164
482,2721,7,1,10
483,3857,1,2,42
484,7802,0,1,96
485,7749,7,3,30
486,5747,11,3,4119
487,1465,46,4,64
488,5202,0,1,96
489,6994,35,1,602
490,8560,45,1,36
491,5513,28,1,186
492,226,22,2,2304
493,1437,43,1,103
494,2354,30,2,220
495,2226,17,1,45
496,713,46,1,16
497,8660,44,3,246
498,1333,0,1,96
499,5351,8,2,30
500,6807,37,3,1479
501,2526,34,1,143
502,971,14,3,5322
503,7685,49,1,39
504,2355,42,4,388
505,8593,29,1,110
506,6188,49,4,156
507,6818,44,1,82
508,6534,7,1,10
509,1695,32,2,328
510,6857,9,1,11
511,6775,2,4,300
512,3805,31,1,170
513,9831,2,4,300
514,1927,28,1,186
515,2107,27,1,136
516,3660,29,1,110
517,2434,44,1,82
518,8633,40,2,256
519,4424,8,1,15
520,4757,15,1,46
521,8691,18,1,20
522,3704,2,1,75
523,9722,2,1,75
524,1393,7,2,20
525,1414,13,4,7304
526,3767,31,1,170
527,3584,18,1,20
528,5045,28,3,558
529,7351,28,1,186
530,5409,3,1,70
531,2519,28,2,372
532,4548,26,1,53
533,3202,44,1,82
534,4961,3,4,280
535,1157,41,1,61
536,9837,41,2,122
537,8398,31,1,170
538,364,6,1,15
539,3456,41,1,61
540,5614,32,5,820
541,2922,27,4,544
542,9256,2,1,75
543,8568,5,3,87
544,6933,26,2,106
545,1571,42,1,97
546,2864,5,1,29
547,972,40,4,512
548,1434,29,1,110
549,1898,24,1,2663
550,3159,30,2,220
551,8044,33,2,222
552,7770,39,1,580
553,8575,3,1,70
554,8394,23,5,13975
555,2580,4,1,57
556,7724,14,2,3548
557,4964,14,3,5322
558,9168,36,3,1131
559,8909,29,1,110
560,1594,2,2,150
561,1914,48,1,55
562,4021,36,3,1131
563,2433,13,2,3652
564,2342,49,1,39
565,3749,16,1,42
566,676,14,1,1774
567,9710,41,1,61
568,4451,30,5,550
569,9319,44,1,82
570,1356,18,4,80
571,9627,39,3,1740
572,2120,40,2,256
573,3589,0,1,96
574,7364,8,1,15
575,9877,14,1,1774
576,1992,19,5,115
577,8669,5,1,29
578,2264,13,2,3652
579,3341,8,1,15
580,3631,26,1,53
581,8728,5,1,29
582,1993,17,1,45
583,807,19,5,115
584,6329,28,1,186
585,1276,43,4,412
586,9233,32,2,328
587,2355,22,1,1152
588,9131,5,1,29
589,9116,7,3,30
590,9765,15,2,92
591,1016,6,1,15
592,7832,7,1,10
593,4147,18,3,60
594,4308,28,1,186
595,5325,48,1,55
596,1088,37,3,1479
597,592,13,1,1826
598,7726,39,1,580
599,7706,27,2,272
600,6951,47,1,32
601,3004,1,1,21
602,1767,30,4,440
603,2483,6,2,30
604,4552,47,2,64
605,6231,36,2,754
606,6886,44,1,82
607,3466,9,1,11
608,9565,26,1,53
609,8552,18,2,40
610,2817,12,1,1992
611,8512,41,1,61
612,2173,43,1,103
613,1214,20,3,5160
614,2838,32,3,492
615,2946,17,1,45
616,5388,44,1,82
617,8080,24,1,2663
618,2095,47,1,32
619,8605,41,1,61
620,6738,30,1,110
621,907,34,1,143
622,6975,11,1,1373
623,7328,8,1,15
624,4768,12,3,5976
625,1389,29,1,110
626,1667,9,5,55
627,108,12,1,1992
628,4699,44,1,82
629,3721,32,2,328
630,912,43,2,206
631,4364,21,1,2007
632,9164,23,4,11180
633,8135,41,1,61
634,6756,34,3,429
635,6373,20,1,1720
636,1231,23,2,5590
637,5262,29,1,110
638,6396,46,1,16
639,6885,3,2,140
640,5165,19,1,23
641,4776,13,1,1826
642,4071,17,1,45
643,3258,15,1,46
644,6215,11,2,2746
645,2696,18,1,20
646,903,21,1,2007
647,2607,11,1,1373
648,5497,26,1,53
649,3971,43,1,103
650,7948,34,1,143
651,6825,3,2,140
652,5105,11,1,1373
653,9994,6,2,30
654,9311,7,2,20
655,4243,44,2,164
656,5644,44,2,164
657,4173,17,2,90
658,8932,45,1,36
659,7637,22,2,2304
660,6151,12,1,1992
661,2105,29,1,110
662,975,47,2,64
663,8367,42,1,97
664,1797,47,1,32
665,4880,22,5,5760
666,2272,13,1,1826
667,2775,10,5,9760
668,7488,20,1,1720
669,8759,40,5,640
670,476,47,1,32
671,6852,34,2,286
672,7794,35,2,1204
673,7200,23,2,5590
674,6582,14,1,1774
675,9888,43,1,103
676,1736,21,1,2007
677,4166,15,2,92
678,6984,30,1,110
679,6623,17,1,45
680,9773,36,1,377
681,6920,17,1,45
682,4536,9,1,11
683,9370,26,1,53
684,128,34,1,143
685,6061,18,2,40
686,4723,21,1,2007
687,8137,21,4,8028
688,8700,3,3,210
689,9476,2,1,75
690,1490,24,2,5326
691,38,11,3,4119
692,8435,49,3,117
693,557,0,5,480
694,5328,29,4,440
695,8197,30,2,220
696,6290,39,1,580
697,9939,38,3,1155
698,137,15,1,46
699,258,2,1,75
700,8551,44,1,82
701,4825,6,5,75
702,5267,26,4,212
703,6387,46,2,32
704,8743,9,5,55
705,4769,0,1,96
706,2136,18,1,20
707,5745,9,1,11
708,5586,6,5,75
709,9967,42,1,97
710,1994,46,1,16
711,3662,47,3,96
712,3040,2,1,75
713,6309,39,1,580
714,3210,19,1,23
715,7921,32,1,164
716,7125,38,1,385
717,2113,11,5,6865
718,7555,25,1,144
719,2602,4,2,114
720,2869,40,1,128
721,88,28,5,930
722,5900,45,2,72
723,1584,36,1,377
724,9963,38,1,385
725,3662,36,2,754
726,3058,24,1,2663
727,7028,28,1,186
728,7155,47,1,32
729,5772,3,5,350
730,1107,16,1,42
731,6991,16,1,42
732,3438,10,2,3904
733,893,3,3,210
734,5785,11,3,4119
735,7745,41,1,61
736,9873,4,2,114
737,6075,5,1,29
738,7972,35,2,1204
739,2943,37,3,1479
740,5340,40,3,384
741,5251,28,1,186
742,8388,36,3,1131
743,199,18,2,40
744,7249,32,1,164
745,7932,9,1,11
746,698,2,1,75
747,6513,46,4,64
748,4068,34,5,715
749,7684,40,1,128
750,3554,41,1,61
751,1666,15,1,46
752,323,38,1,385
753,3447,0,1,96
754,1344,21,5,10035
755,9710,30,1,110
756,3938,31,1,170
757,8627,17,1,45
758,489,14,1,1774
759,2481,31,3,510
760,3086,19,3,69
761,9402,48,3,165
762,5456,29,5,550
763,8014,3,3,210
764,8209,12,2,3984
765,6624,38,1,385
766,7477,47,1,32
767,1461,29,1,110
768,5880,45,1,36
769,9704,13,1,1826
770,162,35,1,602
771,7940,1,3,63
772,5158,7,4,40
773,3478,3,1,70
774,2385,26,1,53
775,3237,27,2,272
776,9369,23,1,2795
777,9140,12,1,1992
778,4526,31,3,510
779,5919,29,1,110
780,8596,38,3,1155
781,8983,35,1,602
782,4901,16,1,42
783,496,6,2,30
784,9336,16,4,168
785,8553,10,1,1952
786,5052,45,1,36
787,908,8,4,60
788,9805,23,1,2795
789,4496,48,1,55
790,8618,4,3,171
791,6720,35,1,602
792,2050,47,1,32
793,663,27,1,136
794,8060,14,4,7096
795,8138,19,4,92
796,1030,28,1,186
797,9117,41,3,183
798,1148,28,2,372
799,8581,47,1,32
800,2097,39,1,580
801,5638,31,3,510
802,8513,35,1,602
803,5124,44,3,246
804,2826,49,2,78
805,43,29,1,110
806,6848,32,3,492
807,6053,31,3,510
808,1694,36,2,754
809,6906,6,1,15
810,1094,24,1,2663
811,4788,41,1,61
812,9002,24,1,2663
813,4376,29,1,110
814,1931,15,2,92
815,9170,12,1,1992
816,3904,28,1,186
817,7469,29,5,550
818,1180,49,1,39
819,1371,13,5,9130
820,1187,29,5,550
821,2234,49,2,78
822,5775,25,1,144
823,7007,30,1,110
824,4200,36,2,754
825,159,42,2,194
826,5288,8,1,15
827,1177,4,3,171
828,8070,23,1,2795
829,2047,30,1,110
830,9684,10,1,1952
831,1484,37,2,986
832,591,13,3,5478
833,1031,30,2,220
834,8289,49,1,39
835,7801,46,3,48
836,5219,34,2,286
837,8170,11,1,1373
838,8973,1,2,42
839,5766,8,2,30
840,9091,45,4,144
841,1594,7,3,30
842,1167,27,1,136
843,8796,8,5,75
844,2530,32,4,656
845,1897,4,1,57
846,9478,34,1,143
847,1149,41,1,61
848,9565,35,4,2408
849,7876,42,1,97
850,5979,22,1,1152
851,22,44,1,82
852,8230,20,1,1720
853,1159,30,2,220
854,2722,42,1,97
855,3294,16,2,84
856,8495,40,1,128
857,8865,42,2,194
858,7491,14,2,3548
859,204,2,4,300
860,9449,2,1,75
861,3623,18,3,60
862,1938,22,1,1152
863,3981,5,1,29
864,1457,7,3,30
865,7418,30,1,110
866,7112,22,4,4608
867,8348,20,1,1720
868,842,47,3,96
869,6532,22,2,2304
870,2336,20,1,1720
871,4009,45,1,36
872,190,38,1,385
873,2337,23,1,2795
874,3026,34,2,286
875,1222,22,1,1152
876,3689,32,1,164
877,8088,11,1,1373
878,5529,28,1,186
879,92,46,1,16
880,5408,39,1,580
881,2120,41,3,183
882,6113,40,3,384
883,3980,38,1,385
884,9412,26,5,265
885,8082,47,1,32
886,7049,29,1,110
887,9965,21,1,2007
888,7135,17,1,45
889,1401,48,2,110
890,6420,16,1,42
891,7377,15,1,46
892,9380,41,1,61
893,692,13,1,1826
894,9805,3,2,140
895,7374,12,5,9960
896,6021,4,5,285
897,3562,28,1,186
898,4165,22,1,1152
899,131,26,2,106
900,4759,31,1,170
901,7854,1,1,21
902,3317,31,2,340
903,8766,24,2,5326
904,5066,10,1,1952
905,9510,44,2,164
906,7091,19,1,23
907,760,13,2,3652
908,6828,6,1,15
909,4172,43,4,412
910,2760,39,4,2320
911,9207,45,1,36
912,9775,1,1,21
913,7613,33,5,555
914,5959,47,3,96
915,6596,38,4,1540
916,5139,44,3,246
917,8265,29,3,330
918,446,18,2,40
919,4537,12,1,1992
920,9516,4,1,57
921,7744,7,1,10
922,2182,25,1,144
923,4300,20,1,1720
924,5857,22,3,3456
925,4317,13,1,1826
926,1135,23,1,2795
927,4108,17,1,45
928,7773,5,3,87
929,9521,24,1,2663
930,4242,43,1,103
931,671,14,1,1774
932,3027,25,5,720
933,2615,12,1,1992
934,6308,7,1,10
935,9240,49,1,39
936,5201,47,1,32
937,5395,6,1,15
938,1379,13,1,1826
939,5057,30,3,330
940,3291,40,4,512
941,4379,8,2,30
942,5773,27,1,136
943,6927,10,2,3904
944,9680,1,1,21
945,9628,14,4,7096
946,5183,9,1,11
947,2491,2,5,375
948,9566,9,1,11
949,3534,48,2,110
950,2589,4,1,57
951,7572,27,4,544
952,9945,2,2,150
953,1103,37,1,493
954,9301,5,1,29
955,6809,9,4,44
956,2259,1,1,21
957,80,28,1,186
958,5581,16,1,42
959,8557,8,1,15
960,5831,24,2,5326
961,4273,12,1,1992
962,4667,35,1,602
963,8639,13,2,3652
964,4118,45,2,72
965,3203,47,1,32
966,8684,44,1,82
967,2764,13,1,1826
968,9004,36,2,754
969,1366,8,1,15
970,3585,24,1,2663
971,9573,9,1,11
972,9558,2,2,150
973,1299,13,1,1826
974,9440,15,1,46
975,5621,28,1,186
976,2347,0,1,96
977,6601,14,4,7096
978,6156,29,1,110
979,8201,30,2,220
980,967,18,2,40
981,5111,41,5,305
982,2900,48,1,55
983,1789,29,4,440
984,7508,48,1,55
985,6217,2,3,225
986,6480,34,2,286
987,4281,47,2,64
988,7528,1,1,21
989,3882,4,3,171
990,8223,45,1,36
991,4338,40,4,512
992,6737,20,2,3440
993,7854,26,2,106
994,2261,19,5,115
995,4065,6,1,15
996,6470,3,3,210
997,6270,43,2,206
998,6707,14,1,1774
999,1757,48,2,110
1000,5082,32,1,164
1001,3844,40,1,128
1002,8654,14,2,3548
1003,5668,5,1,29
1004,5323,31,2,340
1005,7399,31,5,850
1006,1019,30,2,220
1007,416,49,1,39
1008,3286,5,2,58
1009,6175,17,1,45
1010,1265,26,4,212
1011,6724,49,2,78
1012,5019,34,2,286
1013,8074,16,1,42
1014,1924,8,1,15
1015,5129,31,1,170
1016,3947,25,3,432
1017,4752,40,3,384
1018,7899,22,2,2304
1019,5853,11,1,1373
1020,4065,35,1,602
1021,1844,28,3,558
1022,1292,7,4,40
1023,8316,37,1,493
1024,5143,21,3,6021
1025,7542,4,1,57
1026,7194,42,5,485
1027,9121,14,1,1774
1028,4898,21,1,2007
1029,9747,1,1,21
1030,606,40,1,128
1031,505,9,5,55
1032,4872,8,5,75
1033,6322,18,4,80
1034,2600,10,1,1952
1035,8855,13,1,1826
1036,8415,11,2,2746
1037,1680,40,1,128
1038,7732,20,1,1720
1039,6598,31,1,170
1040,1326,34,1,143
1041,5911,27,3,408
1042,1475,6,1,15
1043,2295,0,1,96
1044,7960,33,5,555
1045,4082,40,5,640
1046,5994,18,3,60
1047,4307,29,3,330
1048,4519,39,2,1160
1049,8836,28,1,186
1050,218,6,1,15
1051,9542,21,1,2007
1052,4482,44,1,82
1053,645,34,2,286
1054,7579,10,4,7808
1055,4989,3,1,70
1056,9926,1,1,21
1057,4857,39,2,1160
1058,4913,32,1,164
1059,3302,3,1,70
1060,9886,1,1,21
1061,6021,15,1,46
1062,4480,29,1,110
1063,7967,4,4,228
1064,2337,26,3,159
1065,3496,9,5,55
1066,5328,20,1,1720
1067,4004,44,1,82
1068,6597,39,2,1160
1069,3424,13,1,1826
1070,5619,32,1,164
1071,7689,11,4,5492
1072,1028,31,1,170
1073,5170,24,1,2663
1074,292,36,2,754
1075,3935,34,1,143
1076,1010,10,1,1952
1077,7340,5,1,29
1078,9926,25,4,576
1079,6073,33,1,111
1080,4490,1,2,42
1081,1543,36,1,377
1082,7050,34,2,286
1083,3138,31,1,170
1084,7044,39,5,2900
1085,4180,41,2,122
1086,9192,25,1,144
1087,3057,6,1,15
1088,4746,25,1,144
1089,8945,2,2,150
1090,7998,36,1,377
1091,8297,6,1,15
1092,9956,12,1,1992
1093,4891,46,1,16
1094,5066,30,1,110
1095,1374,42,1,97
1096,1072,18,3,60
1097,9235,10,1,1952
1098,1531,30,2,220
1099,2559,6,1,15
1100,7850,17,2,90
1101,88,32,5,820
1102,7999,23,1,2795
1103,2495,30,1,110
1104,7444,29,1,110
1105,3871,9,1,11
1106,5531,42,1,97
1107,2700,22,1,1152
1108,1859,16,1,42
1109,5276,37,2,986
1110,8279,32,4,656
1111,2551,18,1,20
1112,5383,2,1,75
1113,7093,26,3,159
1114,9606,5,1,29
1115,3420,45,1,36
1116,516,14,3,5322
1117,6656,23,1,2795
1118,5462,38,4,1540
1119,1215,34,2,286
1120,9259,20,1,1720
1121,5130,41,2,122
1122,2365,26,1,53
1123,7398,39,1,580
1124,1264,16,1,42
1125,2793,22,1,1152
1126,4027,36,1,377
1127,9271,11,1,1373
1128,6309,20,1,1720
1129,7535,34,1,143
1130,5391,15,2,92
1131,982,22,1,1152
1132,1632,9,2,22
1133,1953,3,1,70
1134,8363,16,1,42
1135,8816,2,1,75
1136,1676,23,1,2795
1137,4411,25,4,576
1138,3638,31,1,170
1139,4848,32,1,164
1140,2492,15,1,46
1141,1508,41,1,61
1142,8247,11,3,4119
1143,3899,39,2,1160
1144,407,28,3,558
1145,6322,46,1,16
1146,4479,25,2,288
1147,5865,39,2,1160
1148,4857,25,1,144
1149,4831,8,2,30
1150,3055,10,1,1952
1151,7202,16,1,42
1152,6165,35,4,2408
1153,2711,27,1,136
1154,9064,18,1,20
1155,5231,15,2,92
1156,7325,14,1,1774
1157,5757,15,2,92
1158,1286,39,2,1160
1159,8957,9,1,11
1160,1433,26,5,265
1161,6505,41,1,61
1162,3575,10,1,1952
1163,2078,17,5,225
1164,3012,7,2,20
1165,6694,37,1,493
1166,5903,45,1,36
1167,8656,46,1,16
1168,4710,42,1,97
1169,7217,10,4,7808
1170,8632,11,1,1373
1171,574,46,1,16
1172,8261,11,1,1373
1173,4636,41,2,122
1174,5920,24,1,2663
1175,4912,39,2,1160
1176,7298,31,2,340
1177,3879,45,2,72
1178,9674,3,1,70
1179,6977,16,2,84
1180,1497,46,1,16
1181,6800,17,1,45
1182,1111,49,4,156
1183,1445,21,5,10035
1184,4693,26,3,159
1185,2141,39,1,580
1186,4282,17,1,45
1187,6614,22,1,1152
1188,6911,46,1,16
1189,3690,43,1,103
1190,8974,44,3,246
1191,9160,49,1,39
1192,9526,0,1,96
1193,784,8,1,15
1194,6783,4,4,228
1195,3996,32,2,328
1196,7929,25,1,144
1197,7373,30,1,110
1198,2739,14,1,1774
1199,3649,30,2,220
1200,9288,15,1,46
1201,3593,47,2,64
1202,4581,7,2,20
1203,1007,38,2,770
1204,3106,19,3,69
1205,4776,26,4,212
1206,9346,40,1,128
1207,3837,30,1,110
1208,6922,3,1,70
1209,4882,40,1,128
1210,366,23,1,2795
1211,981,11,1,1373
1212,6653,46,1,16
1213,4025,12,2,3984
1214,1095,35,5,3010
1215,6310,1,1,21
1216,6167,15,1,46
1217,615,49,1,39
1218,6854,13,3,5478
1219,8652,8,1,15
1220,4627,39,2,1160
1221,7598,40,4,512
1222,8244,29,2,220
1223,6861,17,2,90
1224,7412,26,3,159
1225,416,21,2,4014
1226,5842,11,1,1373
1227,603,2,1,75
1228,5300,42,1,97
1229,9622,1,1,21
1230,6265,16,5,210
